"species","family","genus","garden","pres"
"Artemisia campestris","Asteraceae","Artemisia","la",1
"Scorzonera hispanica","Asteraceae","Scorzonera","la",1
"Grindelia robusta","Asteraceae","Grindelia","la",1
"Inula helenium","Asteraceae","Inula","la",1
"Anthemis tinctoria","Asteraceae","Anthemis","la",1
"Ormenis nobilis","Asteraceae","Ormenis","la",1
"Solidago gigantea","Asteraceae","Solidago","la",1
"Tanacetum parthenium","Asteraceae","Tanacetum","la",1
"Conyza canadensis","Asteraceae","Conyza","la",1
"Matricaria chamomilla","Asteraceae","Matricaria","la",1
"Calendula officinalis","Asteraceae","Calendula","la",1
"Tagetes erecta","Asteraceae","Tagetes","la",1
"Anacyclus officinarum","Asteraceae","Anacyclus","la",1
"Calendula arvensis","Asteraceae","Calendula","la",1
"Tanacetum vulgare","Asteraceae","Tanacetum","la",1
"Solidago canadensis","Asteraceae","Solidago","la",1
"Senecio vulgaris","Asteraceae","Senecio","la",1
"Silybum marianum","Asteraceae","Silybum","la",1
"Carthamus tinctorius","Asteraceae","Carthamus","la",1
"Liatris spicata","Asteraceae","Liatris","la",1
"Lactuca virosa","Asteraceae","Lactuca","la",1
"Centaurea jacea","Asteraceae","Centaurea","la",1
"Onopordum acanthium","Asteraceae","Onopordum","la",1
"Taraxacum officinale","Asteraceae","Taraxacum","la",1
"Cnicus benedictus","Asteraceae","Cnicus","la",1
"Cynara cardunculus","Asteraceae","Cynara","la",1
"Cynara cardunculus subsp. scolymus","Asteraceae","Cynara","la",1
"Lonicera japonica","Caprifoliaceae","Lonicera","la",1
"Sambucus ebulus","Viburnaceae","Sambucus","la",1
"Stauntonia hexaphylla","Lardizabalaceae","Stauntonia","la",1
"Tilia platyphyllos","Malvaceae","Tilia","la",1
"Tilia cordata","Malvaceae","Tilia","la",1
"Viscum album","Santalaceae","Viscum","la",1
"Acer platanoides","Sapindaceae","Acer","la",1
"Quercus robur","Fagaceae","Quercus","la",1
"Tsuga canadensis","Pinaceae","Tsuga","la",1
"Broussonetia papyrifera","Moraceae","Broussonetia","la",1
"Fagus sylvatica","Fagaceae","Fagus","la",1
"Corylus colurna","Betulaceae","Corylus","la",1
"Acer pseudoplatanus","Sapindaceae","Acer","la",1
"Fagus sylvatica","Fagaceae","Fagus","la",1
"Carpinus betulus","Betulaceae","Carpinus","la",1
"Cotinus coggygria","Anacardiaceae","Cotinus","la",1
"Rosa spinosissima","Rosaceae","Rosa","la",1
"Sequoiadendron giganteum","Cupressaceae","Sequoiadendron","la",1
"Pinus sylvestris","Pinaceae","Pinus","la",1
"Cedrus deodara","Pinaceae","Cedrus","la",1
"Osmanthus heterophyllus","Oleaceae","Osmanthus","la",1
"Davidia involucrata","Nyssaceae","Davidia","la",1
"Robinia pseudoacacia","Fabaceae","Robinia","la",1
"Cotoneaster integerrimus","Rosaceae","Cotoneaster","la",1
"Ulmus glabra","Ulmaceae","Ulmus","la",1
"Tsuga canadensis","Pinaceae","Tsuga","la",1
"Pyracantha coccinea","Rosaceae","Pyracantha","la",1
"Cupressus sempervirens","Cupressaceae","Cupressus","la",1
"Berberis thunbergii","Berberidaceae","Berberis","la",1
"Quercus petraea","Fagaceae","Quercus","la",1
"Diospyros lotus","Ebenaceae","Diospyros","la",1
"Aesculus hippocastanum","Sapindaceae","Aesculus","la",1
"Thuja orientalis","Cupressaceae","Thuja","la",1
"Albizia julibrissin","Fabaceae","Albizia","la",1
"Magnolia sieboldii subsp. sinensis","Magnoliaceae","Magnolia","la",1
"Cedrus atlantica","Pinaceae","Cedrus","la",1
"Wisteria sinensis","Fabaceae","Wisteria","la",1
"Cotoneaster dammeri","Rosaceae","Cotoneaster","la",1
"Erica terminalis","Ericaceae","Erica","la",1
"Taxus baccata","Taxaceae","Taxus","la",1
"Kolkwitzia amabilis","Caprifoliaceae","Kolkwitzia","la",1
"Taxus baccata","Taxaceae","Taxus","la",1
"Aesculus x neglecta","Sapindaceae","Aesculus","la",1
"Abelia x grandiflora","Caprifoliaceae","Abelia","la",1
"Sequoiadendron giganteum","Cupressaceae","Sequoiadendron","la",1
"Pinus mugo subsp. uncinata","Pinaceae","Pinus","la",1
"Viburnum","Viburnaceae","Viburnum","la",1
"Viburnum utile","Viburnaceae","Viburnum","la",1
"Viburnum","Viburnaceae","Viburnum","la",1
"Magnolia grandiflora","Magnoliaceae","Magnolia","la",1
"Magnolia salicifolia","Magnoliaceae","Magnolia","la",1
"Prunus serrulata","Rosaceae","Prunus","la",1
"Cercis siliquastrum","Fabaceae","Cercis","la",1
"Liquidambar styraciflua","Altingiaceae","Liquidambar","la",1
"Parrotia persica","Hamamelidaceae","Parrotia","la",1
"Cephalotaxus harringtonii","Cephalotaxaceae","Cephalotaxus","la",1
"Liriodendron tulipifera","Magnoliaceae","Liriodendron","la",1
"Pterocarya fraxinifolia","Juglandaceae","Pterocarya","la",1
"Abies grandis","Pinaceae","Abies","la",1
"Fraxinus excelsior","Oleaceae","Fraxinus","la",1
"Chamaecyparis lawsoniana","Cupressaceae","Chamaecyparis","la",1
"Fagus sylvatica","Fagaceae","Fagus","la",1
"Carpinus betulus","Betulaceae","Carpinus","la",1
"Toona sinensis","Meliaceae","Toona","la",1
"Davidia involucrata var. vilmoriniana","Nyssaceae","Davidia","la",1
"Ligustrum vulgare","Oleaceae","Ligustrum","la",1
"Juglans regia","Juglandaceae","Juglans","la",1
"Euonymus alatus","Celastraceae","Euonymus","la",1
"Thuja plicata","Cupressaceae","Thuja","la",1
"Ulmus minor","Ulmaceae","Ulmus","la",1
"Picea orientalis","Pinaceae","Picea","la",1
"Hedera helix","Araliaceae","Hedera","la",1
"Abies concolor","Pinaceae","Abies","la",1
"Carpinus betulus","Betulaceae","Carpinus","la",1
"Quercus frainetto","Fagaceae","Quercus","la",1
"Sciadopitys verticillata","Sciadopityaceae","Sciadopitys","la",1
"Chamaecyparis lawsoniana","Cupressaceae","Chamaecyparis","la",1
"Prunus lusitanica","Rosaceae","Prunus","la",1
"Symphoricarpos albus","Caprifoliaceae","Symphoricarpos","la",1
"Prunus avium","Rosaceae","Prunus","la",1
"Quercus dentata","Fagaceae","Quercus","la",1
"Platanus hispanica","Platanaceae","Platanus","la",1
"Thuja occidentalis","Cupressaceae","Thuja","la",1
"Chamaecyparis lawsoniana","Cupressaceae","Chamaecyparis","la",1
"Picea pungens","Pinaceae","Picea","la",1
"Sequoia sempervirens","Cupressaceae","Sequoia","la",1
"Populus nigra","Salicaceae","Populus","la",1
"Abutilon anglosomaliae","Malvaceae","Abutilon","la",1
"Withania somnifera","Solanaceae","Withania","la",1
"Illicium anisatum","Schisandraceae","Badianifera","la",1
"Heimia salicifolia","Lythraceae","Heimia","la",1
"Gossypium arboreum","Malvaceae","Gossypium","la",1
"Phormium tenax","Asphodelaceae","Phormium","la",1
"Romneya coulteri","Papaveraceae","Romneya","la",1
"Paeonia veitchii","Paeoniaceae","Paeonia","la",1
"Berchemia racemosa","Rhamnaceae","Berchemia","la",1
"Prunus dulcis","Rosaceae","Prunus","la",1
"Brunnera macrophylla","Boraginaceae","Brunnera","la",1
"Lycopus virginicus","Lamiaceae","Lycopus","la",1
"Aethusa cynapium","Apiaceae","Aethusa","la",1
"Arisaema triphyllum","Araceae","Arisaema","la",1
"Eupatorium perfoliatum","Asteraceae","Eupatorium","la",1
"Ptelea trifoliata","Rutaceae","Ptelea","la",1
"Ceanothus americanus","Rhamnaceae","Ceanothus","la",1
"Collinsonia canadensis","Lamiaceae","Collinsonia","la",1
"Actaea spicata","Ranunculaceae","Actaea","la",1
"Parthenocissus henryana","Vitaceae","Parthenocissus","la",1
"Lilium lancifolium","Liliaceae","Lilium","la",1
"Campsis","Bignoniaceae","Campsis","la",1
"Kalmia latifolia","Ericaceae","Kalmia","la",1
"Citrullus colocynthis","Cucurbitaceae","Citrullus","la",1
"Jasminum nudiflorum","Oleaceae","Jasminum","la",1
"Cannabis sativa","Cannabaceae","Cannabis","la",1
"Lonicera henryi","Caprifoliaceae","Lonicera","la",1
"Hydrastis canadensis","Ranunculaceae","Hydrastis","la",1
"Salvia bulleyana","Lamiaceae","Salvia","la",1
"Rumex crispus","Polygonaceae","Rumex","la",1
"Conium maculatum","Apiaceae","Conium","la",1
"Periploca graeca","Apocynaceae","Periploca","la",1
"Oenanthe crocata","Apiaceae","Oenanthe","la",1
"Helianthemum canadense","Cistaceae","Helianthemum","la",1
"Celastrus orbiculatus","Celastraceae","Celastrus","la",1
"Anagallis arvensis","Primulaceae","Anagallis","la",1
"Allium sativum","Amaryllidaceae","Allium","la",1
"Vitis amurensis","Vitaceae","Vitis","la",1
"Avena sativa","Poaceae","Avena","la",1
"Thuja plicata","Cupressaceae","Thuja","la",1
"Dioscorea villosa","Dioscoreaceae","Dioscorea","la",1
"Iberis amara","Brassicaceae","Iberis","la",1
"Polygonatum multiflorum","Asparagaceae","Polygonatum","la",1
"Delphinium staphisagria","Ranunculaceae","Delphinium","la",1
"Urginea maritima","Asparagaceae","Urginea","la",1
"Buphthalmum salicifolium","Asteraceae","Buphthalmum","la",1
"Nepeta grandiflora","Lamiaceae","Nepeta","la",1
"Inula grandiflora","Asteraceae","Inula","la",1
"Actinidia chinensis var. deliciosa","Actinidiaceae","Actinidia","la",1
"Asphodelus ramosus","Asphodelaceae","Asphodelus","la",1
"Delphinium caucasicum","Ranunculaceae","Delphinium","la",1
"Achillea ligustica","Asteraceae","Achillea","la",1
"Iris imbricata","Iridaceae","Iris","la",1
"Kniphofia pumila","Asphodelaceae","Kniphofia","la",1
"Iris aphylla","Iridaceae","Iris","la",1
"Alstroemeria ligtu subsp. simsii","Alstroemeriaceae","Alstroemeria","la",1
"Cistus populifolius","Cistaceae","Cistus","la",1
"Cistus albidus","Cistaceae","Cistus","la",1
"Alstroemeria pelegrina","Alstroemeriaceae","Alstroemeria","la",1
"Cistus","Cistaceae","Cistus","la",1
"Myrtus communis","Myrtaceae","Myrtus","la",1
"Alstroemeria aurea","Alstroemeriaceae","Alstroemeria","la",1
"Iris","Iridaceae","Iris","la",1
"Daphne laureola subsp. philippi","Thymelaeaceae","Daphne","la",1
"Daphne pontica","Thymelaeaceae","Daphne","la",1
"Daphne bholua","Thymelaeaceae","Daphne","la",1
"Iris caucasica","Iridaceae","Iris","la",1
"Agastache foeniculum","Lamiaceae","Agastache","la",1
"Baptisia australis","Fabaceae","Baptisia","la",1
"Hedeoma pulegioides","Lamiaceae","Hedeoma","la",1
"Dianthus carthusianorum","Caryophyllaceae","Dianthus","la",1
"Paeonia officinalis subsp. humilis","Paeoniaceae","Paeonia","la",1
"Toxicodendron","Anacardiaceae","Toxicodendron","la",1
"Baptisia tinctoria","Fabaceae","Baptisia","la",1
"Silphium laciniatum","Asteraceae","Silphium","la",1
"Allium cepa","Amaryllidaceae","Allium","la",1
"Lonicera caprifolium","Caprifoliaceae","Lonicera","la",1
"Iris versicolor","Iridaceae","Iris","la",1
"Eryngium yuccifolium","Apiaceae","Eryngium","la",1
"Lonicera sempervirens","Caprifoliaceae","Lonicera","la",1
"Vitis silvestris","Vitaceae","Vitis","la",1
"Hydrangea anomala subsp. petiolaris","Hydrangeaceae","Hydrangea","la",1
"Rosa sempervirens","Rosaceae","Rosa","la",1
"Lonicera periclymenum","Caprifoliaceae","Lonicera","la",1
"Lathyrus roseus","Fabaceae","Lathyrus","la",1
"Aralia racemosa","Araliaceae","Aralia","la",1
"Ranunculus bulbosus","Ranunculaceae","Ranunculus","la",1
"Asclepias tuberosa","Apocynaceae","Asclepias","la",1
"Clematis recta","Ranunculaceae","Clematis","la",1
"Silene uniflora","Caryophyllaceae","Silene","la",1
"Silene vulgaris","Caryophyllaceae","Silene","la",1
"Artemisia alba","Asteraceae","Artemisia","la",1
"Jasminum x stephanense","Oleaceae","Jasminum","la",1
"Leucanthemum maximum","Asteraceae","Leucanthemum","la",1
"Echinops ritro","Asteraceae","Echinops","la",1
"Asclepias incarnata","Apocynaceae","Asclepias","la",1
"Olea europaea","Oleaceae","Olea","la",1
"Campsis tagliabuana","Bignoniaceae","Campsis","la",1
"Amsonia tabernaemontana","Apocynaceae","Amsonia","la",1
"Myrtus communis subsp. tarentina","Myrtaceae","Myrtus","la",1
"Aristolochia macrophylla","Aristolochiaceae","Aristolochia","la",1
"Daphne acutiloba","Thymelaeaceae","Daphne","la",1
"Quercus coccifera","Fagaceae","Quercus","la",1
"Fallopia baldschuanica","Polygonaceae","Fallopia","la",1
"Eleutherococcus henryi","Araliaceae","Eleutherococcus","la",1
"Paeonia daurica","Paeoniaceae","Paeonia","la",1
"Paeonia peregrina","Paeoniaceae","Paeonia","la",1
"Paeonia peregrina","Paeoniaceae","Paeonia","la",1
"Paeonia potaninii var. trollioides","Paeoniaceae","Paeonia","la",1
"Paeonia suffruticosa","Paeoniaceae","Paeonia","la",1
"Paeonia mascula subsp. russoi","Paeoniaceae","Paeonia","la",1
"Hydrangea arborescens","Hydrangeaceae","Hydrangea","la",1
"Rhododendron argyrophyllum","Ericaceae","Rhododendron","la",1
"Rhododendron concinnum","Ericaceae","Rhododendron","la",1
"Rhododendron racemosum","Ericaceae","Rhododendron","la",1
"Rhododendron rupicola","Ericaceae","Rhododendron","la",1
"Rhododendron yunnanense","Ericaceae","Rhododendron","la",1
"Rhododendron cuneatum","Ericaceae","Rhododendron","la",1
"Rhododendron siderophyllum","Ericaceae","Rhododendron","la",1
"Rhododendron rigidum","Ericaceae","Rhododendron","la",1
"Rhododendron hanceanum","Ericaceae","Rhododendron","la",1
"Rhododendron wasonii","Ericaceae","Rhododendron","la",1
"Rhododendron simsii","Ericaceae","Rhododendron","la",1
"Rhododendron impeditum","Ericaceae","Rhododendron","la",1
"Rhododendron scabrifolium","Ericaceae","Rhododendron","la",1
"Rhododendron williamsianum","Ericaceae","Rhododendron","la",1
"Rhododendron nitidulum var. omeiense","Ericaceae","Rhododendron","la",1
"Rhododendron petrocharis","Ericaceae","Rhododendron","la",1
"Rhododendron spinuliferum","Ericaceae","Rhododendron","la",1
"Rhododendron fauriei","Ericaceae","Rhododendron","la",1
"Rhododendron moupinense","Ericaceae","Rhododendron","la",1
"Rhododendron davidii","Ericaceae","Rhododendron","la",1
"Rhododendron fortunei subsp. discolor","Ericaceae","Rhododendron","la",1
"Rhododendron sphaeroblastum","Ericaceae","Rhododendron","la",1
"Rhododendron polylepis","Ericaceae","Rhododendron","la",1
"Rhododendron thayerianum","Ericaceae","Rhododendron","la",1
"Rhododendron davidsonianum","Ericaceae","Rhododendron","la",1
"Rhododendron auriculatum","Ericaceae","Rhododendron","la",1
"Rhododendron wardii","Ericaceae","Rhododendron","la",1
"Rhododendron vernicosum","Ericaceae","Rhododendron","la",1
"Rhododendron balangense","Ericaceae","Rhododendron","la",1
"Rhododendron longesquamatum","Ericaceae","Rhododendron","la",1
"Rhododendron maculiferum","Ericaceae","Rhododendron","la",1
"Rhododendron searsiae","Ericaceae","Rhododendron","la",1
"Rhododendron oreotrephes","Ericaceae","Rhododendron","la",1
"Rhododendron decorum subsp. diaprepes","Ericaceae","Rhododendron","la",1
"Rhododendron pachytrichum","Ericaceae","Rhododendron","la",1
"Rhododendron rubiginosum","Ericaceae","Rhododendron","la",1
"Rhododendron calophytum","Ericaceae","Rhododendron","la",1
"Rhododendron sutchuenense","Ericaceae","Rhododendron","la",1
"Epilobium fleischeri","Onagraceae","Epilobium","la",1
"Scleranthus perennis","Caryophyllaceae","Scleranthus","la",1
"Alchemilla conjuncta","Rosaceae","Alchemilla","la",1
"Hypericum richeri","Hypericaceae","Hypericum","la",1
"Linaria alpina","Plantaginaceae","Linaria","la",1
"Valeriana montana","Caprifoliaceae","Valeriana","la",1
"Adenostyles alpina","Asteraceae","Adenostyles","la",1
"Saxifraga aizoides","Saxifragaceae","Saxifraga","la",1
"Geum montanum","Rosaceae","Geum","la",1
"Pritzelago alpina","Brassicaceae","Pritzelago","la",1
"Scabiosa lucida","Caprifoliaceae","Scabiosa","la",1
"Saxifraga cuneifolia var. capillipes","Saxifragaceae","Saxifraga","la",1
"Thlaspi rotundifolium","Brassicaceae","Thlaspi","la",1
"Rumex nivalis","Polygonaceae","Rumex","la",1
"Trifolium thalii","Fabaceae","Trifolium","la",1
"Saxifraga cuneifolia","Saxifragaceae","Saxifraga","la",1
"Trisetum distichophyllum","Poaceae","Trisetum","la",1
"Epipactis palustris","Orchidaceae","Epipactis","la",1
"Campanula cochleariifolia","Campanulaceae","Campanula","la",1
"Trifolium pallescens","Fabaceae","Trifolium","la",1
"Spergularia rubra","Caryophyllaceae","Spergularia","la",1
"Taraxacum aquilonare","Asteraceae","Taraxacum","la",1
"Taraxacum pacheri","Asteraceae","Taraxacum","la",1
"Taraxacum dissectum","Asteraceae","Taraxacum","la",1
"Taraxacum aureocucullatum","Asteraceae","Taraxacum","la",1
"Taraxacum ochrospermum","Asteraceae","Taraxacum","la",1
"Euphorbia capitulata","Euphorbiaceae","Euphorbia","la",1
"Ranunculus auricomus","Ranunculaceae","Ranunculus","la",1
"Trollius chinensis","Ranunculaceae","Trollius","la",1
"Asplenium fontanum","Aspleniaceae","Asplenium","la",1
"Polystichum aculeatum","Dryopteridaceae","Polystichum","la",1
"Euphorbia myrsinites","Euphorbiaceae","Euphorbia","la",1
"Prenanthes purpurea","Asteraceae","Prenanthes","la",1
"Pulsatilla halleri subsp. styriaca","Ranunculaceae","Pulsatilla","la",1
"Armeria alpina","Plumbaginaceae","Armeria","la",1
"Waldsteinia geoides","Rosaceae","Waldsteinia","la",1
"Bergenia pacumbis","Saxifragaceae","Bergenia","la",1
"Bergenia crassifolia","Saxifragaceae","Bergenia","la",1
"Trifolium medium","Fabaceae","Trifolium","la",1
"Veronica fruticans","Plantaginaceae","Veronica","la",1
"Crocus biflorus subsp. biflorus","Iridaceae","Crocus","la",1
"Cynosurus cristatus","Poaceae","Cynosurus","la",1
"Solidago virgaurea subsp. minuta","Asteraceae","Solidago","la",1
"Inula salicina","Asteraceae","Inula","la",1
"Omphalodes verna","Boraginaceae","Omphalodes","la",1
"Tulipa hageri","Liliaceae","Tulipa","la",1
"Muscari armeniacum","Asparagaceae","Muscari","la",1
"Vinca minor","Apocynaceae","Vinca","la",1
"Prunus tenella","Rosaceae","Prunus","la",1
"Lathyrus venetus","Fabaceae","Lathyrus","la",1
"Pinus ponderosa","Pinaceae","Pinus","la",1
"Veronica montana","Plantaginaceae","Veronica","la",1
"Viola thomasiana","Violaceae","Viola","la",1
"Campanula barbata","Campanulaceae","Campanula","la",1
"Asparagus tenuifolius","Asparagaceae","Asparagus","la",1
"Potentilla neumanniana","Rosaceae","Potentilla","la",1
"Alchemilla decumbens","Rosaceae","Alchemilla","la",1
"Luzula multiflora","Juncaceae","Luzula","la",1
"Scilla bifolia","Asparagaceae","Scilla","la",1
"Linaria repens","Plantaginaceae","Linaria","la",1
"Geranium nodosum","Geraniaceae","Geranium","la",1
"Erythronium dens-canis","Liliaceae","Erythronium","la",1
"Veronica serpyllifolia","Plantaginaceae","Veronica","la",1
"Laserpitium halleri","Apiaceae","Laserpitium","la",1
"Leucojum aestivum","Amaryllidaceae","Leucojum","la",1
"Phleum phleoides","Poaceae","Phleum","la",1
"Primula hirsuta","Primulaceae","Primula","la",1
"Geranium sanguineum","Geraniaceae","Geranium","la",1
"Carlina acaulis subsp. caulescens","Asteraceae","Carlina","la",1
"Biscutella laevigata subsp. kerneri","Brassicaceae","Biscutella","la",1
"Biscutella laevigata","Brassicaceae","Biscutella","la",1
"Biscutella prealpina","Brassicaceae","Biscutella","la",1
"Helianthemum apenninum","Cistaceae","Helianthemum","la",1
"Genista pilosa","Fabaceae","Genista","la",1
"Carex firma","Cyperaceae","Carex","la",1
"Crepis conyzifolia","Asteraceae","Crepis","la",1
"Silene nutans","Caryophyllaceae","Silene","la",1
"Tulipa grengiolensis","Liliaceae","Tulipa","la",1
"Coronilla coronata","Fabaceae","Coronilla","la",1
"Saxifraga cespitosa subsp. decipiens","Saxifragaceae","Saxifraga","la",1
"Arabis ciliata","Brassicaceae","Arabis","la",1
"Cynoglossum germanicum","Boraginaceae","Cynoglossum","la",1
"Trifolium rubens","Fabaceae","Trifolium","la",1
"Silene dioica","Caryophyllaceae","Silene","la",1
"Nepeta sibirica","Lamiaceae","Nepeta","la",1
"Scutellaria alpina","Lamiaceae","Scutellaria","la",1
"Campanula glomerata","Campanulaceae","Campanula","la",1
"Scabiosa atropurpurea","Caprifoliaceae","Scabiosa","la",1
"Hemerocallis fulva","Asphodelaceae","Hemerocallis","la",1
"Carex flacca","Cyperaceae","Carex","la",1
"Silene glaucifolia","Caryophyllaceae","Silene","la",1
"Brachypodium sylvaticum","Poaceae","Brachypodium","la",1
"Juncus inflexus","Juncaceae","Juncus","la",1
"Stipa capillata","Poaceae","Stipa","la",1
"Vicia dumetorum","Fabaceae","Vicia","la",1
"Luzula luzuloides subsp. rubella","Juncaceae","Luzula","la",1
"Lepidium latifolium","Brassicaceae","Lepidium","la",1
"Epimedium alpinum","Berberidaceae","Epimedium","la",1
"Viburnum rhytidophyllum","Viburnaceae","Viburnum","la",1
"Ornithogalum pyrenaicum","Asparagaceae","Ornithogalum","la",1
"Geum rivale","Rosaceae","Geum","la",1
"Geranium lucidum","Geraniaceae","Geranium","la",1
"Rumex scutatus","Polygonaceae","Rumex","la",1
"Ephedra helvetica","Ephedraceae","Ephedra","la",1
"Cirsium erisithales","Asteraceae","Cirsium","la",1
"Geranium macrorrhizum","Geraniaceae","Geranium","la",1
"Ornithogalum nutans","Asparagaceae","Ornithogalum","la",1
"Hieracium murorum","Asteraceae","Hieracium","la",1
"Carlina vulgaris","Asteraceae","Carlina","la",1
"Lathyrus vernus","Fabaceae","Lathyrus","la",1
"Hypericum maculatum","Hypericaceae","Hypericum","la",1
"Myosurus minimus","Ranunculaceae","Myosurus","la",1
"Picris hieracioides","Asteraceae","Picris","la",1
"Centaurea nemoralis","Asteraceae","Centaurea","la",1
"Centaurea scabiosa subsp. alpestris","Asteraceae","Centaurea","la",1
"Salvia glutinosa","Lamiaceae","Salvia","la",1
"Campanula persicifolia","Campanulaceae","Campanula","la",1
"Potentilla thuringiaca","Rosaceae","Potentilla","la",1
"Hippocrepis comosa","Fabaceae","Hippocrepis","la",1
"Blechnum spicant","Blechnaceae","Blechnum","la",1
"Sedum telephium","Crassulaceae","Sedum","la",1
"Amelanchier ovalis","Rosaceae","Amelanchier","la",1
"Campanula rapunculoides","Campanulaceae","Campanula","la",1
"Salix serpillifolia","Salicaceae","Salix","la",1
"Primula elatior","Primulaceae","Primula","la",1
"Gypsophila repens","Caryophyllaceae","Gypsophila","la",1
"Epimedium x versicolor","Berberidaceae","Epimedium","la",1
"Anthemis arvensis","Asteraceae","Anthemis","la",1
"Scabiosa triandra","Caprifoliaceae","Scabiosa","la",1
"Hieracium pteropogon","Asteraceae","Hieracium","la",1
"Alchemilla plicatula","Rosaceae","Alchemilla","la",1
"Aquilegia vulgaris","Ranunculaceae","Aquilegia","la",1
"Ajuga chamaepitys","Lamiaceae","Ajuga","la",1
"Alyssoides utriculata","Brassicaceae","Alyssoides","la",1
"Scrophularia auriculata","Scrophulariaceae","Scrophularia","la",1
"Silene rupestris","Caryophyllaceae","Silene","la",1
"Saponaria ocymoides","Caryophyllaceae","Saponaria","la",1
"Sempervivum tectorum","Crassulaceae","Sempervivum","la",1
"Gentiana acaulis","Gentianaceae","Gentiana","la",1
"Prunella laciniata","Lamiaceae","Prunella","la",1
"Galium album","Rubiaceae","Galium","la",1
"Telephium imperati","Molluginaceae","Telephium","la",1
"Orlaya grandiflora","Apiaceae","Orlaya","la",1
"Cardamine heptaphylla","Brassicaceae","Cardamine","la",1
"Anthyllis vulneraria subsp. valesiaca","Fabaceae","Anthyllis","la",1
"Stachys alpina","Lamiaceae","Stachys","la",1
"Serratula tinctoria","Asteraceae","Serratula","la",1
"Sedum dasyphyllum","Crassulaceae","Sedum","la",1
"Anchusa arvensis","Boraginaceae","Anchusa","la",1
"Diplotaxis tenuifolia","Brassicaceae","Diplotaxis","la",1
"Homogyne alpina","Asteraceae","Homogyne","la",1
"Arnica montana","Asteraceae","Arnica","la",1
"Saxifraga paniculata","Saxifragaceae","Saxifraga","la",1
"Hosta sieboldiana var. sieboldiana","Asparagaceae","Hosta","la",1
"Centaurea scabiosa","Asteraceae","Centaurea","la",1
"Allium angulosum","Amaryllidaceae","Allium","la",1
"Helianthemum apenninum","Cistaceae","Helianthemum","la",1
"Muscari comosum","Asparagaceae","Muscari","la",1
"Centaurea montana","Asteraceae","Centaurea","la",1
"Asperula cynanchica","Rubiaceae","Asperula","la",1
"Pulsatilla montana","Ranunculaceae","Pulsatilla","la",1
"Asplenium ruta-muraria","Aspleniaceae","Asplenium","la",1
"Potentilla hybrida","Rosaceae","Potentilla","la",1
"Phyteuma betonicifolium","Campanulaceae","Phyteuma","la",1
"Aquilegia atrata","Ranunculaceae","Aquilegia","la",1
"Rhamnus pumila","Rhamnaceae","Rhamnus","la",1
"Kernera saxatilis","Brassicaceae","Kernera","la",1
"Genista sagittalis","Fabaceae","Genista","la",1
"Anthericum ramosum","Asparagaceae","Anthericum","la",1
"Rhodiola rosea","Crassulaceae","Rhodiola","la",1
"Petrorhagia saxifraga","Caryophyllaceae","Petrorhagia","la",1
"Achillea tomentosa","Asteraceae","Achillea","la",1
"Lepidium graminifolium","Brassicaceae","Lepidium","la",1
"Oxytropis campestris","Fabaceae","Oxytropis","la",1
"Medicago sativa","Fabaceae","Medicago","la",1
"Sedum acre","Crassulaceae","Sedum","la",1
"Ranunculus gramineus","Ranunculaceae","Ranunculus","la",1
"Aster linosyris","Asteraceae","Aster","la",1
"Aster amellus","Asteraceae","Aster","la",1
"Potentilla argentea","Rosaceae","Potentilla","la",1
"Leontopodium alpinum","Asteraceae","Leontopodium","la",1
"Fumana ericoides","Cistaceae","Fumana","la",1
"Potentilla caulescens","Rosaceae","Potentilla","la",1
"Helianthemum alpestre","Cistaceae","Helianthemum","la",1
"Gentiana clusii","Gentianaceae","Gentiana","la",1
"Sedum album","Crassulaceae","Sedum","la",1
"Senecio abrotanifolius","Asteraceae","Senecio","la",1
"Leontopodium alpinum","Asteraceae","Leontopodium","la",1
"Carex caryophyllea","Cyperaceae","Carex","la",1
"Potentilla rupestris","Rosaceae","Potentilla","la",1
"Potentilla praecox","Rosaceae","Potentilla","la",1
"Astragalus monspessulanus","Fabaceae","Astragalus","la",1
"Asperula aristata","Rubiaceae","Asperula","la",1
"Acinos arvensis","Lamiaceae","Acinos","la",1
"Trinia glauca","Apiaceae","Trinia","la",1
"Potentilla sterilis","Rosaceae","Potentilla","la",1
"Senecio incanus subsp. carniolicus","Asteraceae","Senecio","la",1
"Gladiolus imbricatus","Iridaceae","Gladiolus","la",1
"Scorzonera humilis","Asteraceae","Scorzonera","la",1
"Teucrium montanum","Lamiaceae","Teucrium","la",1
"Bupleurum ranunculoides","Apiaceae","Bupleurum","la",1
"Iris graminea","Iridaceae","Iris","la",1
"Lomelosia graminifolia","Caprifoliaceae","Lomelosia","la",1
"Ononis rotundifolia","Fabaceae","Ononis","la",1
"Ononis repens","Fabaceae","Ononis","la",1
"Allium schoenoprasum","Amaryllidaceae","Allium","la",1
"Indigofera decora","Fabaceae","Indigofera","la",1
"Helianthemum nummularium subsp. tomentosum","Cistaceae","Helianthemum","la",1
"Antennaria carpatica","Asteraceae","Antennaria","la",1
"Tulipa linifolia","Liliaceae","Tulipa","la",1
"Malva moschata","Malvaceae","Malva","la",1
"Crocus tommasinianus","Iridaceae","Crocus","la",1
"Helianthemum nummularium","Cistaceae","Helianthemum","la",1
"Hieracium staticifolium","Asteraceae","Hieracium","la",1
"Gentiana verna","Gentianaceae","Gentiana","la",1
